,location,suitability,date,time,current date,current time
0,West Perth,False,03/07/2019,10:35,2019-01-19,12:18:32.399233
1,West Perth,False,03/07/2019,11:25,2019-01-19,12:18:32.399233
2,West Perth,False,15/07/2019,07:55,2019-01-19,12:18:32.399233
3,West Perth,False,15/07/2019,11:25,2019-01-19,12:18:32.399233
4,West Perth,False,15/07/2019,13:00,2019-01-19,12:18:32.399233
5,West Perth,False,15/07/2019,13:50,2019-01-19,12:18:32.399233
6,West Perth,False,15/07/2019,14:50,2019-01-19,12:18:32.399233
7,West Perth,False,16/07/2019,07:05,2019-01-19,12:18:32.399233
8,West Perth,False,22/07/2019,08:45,2019-01-19,12:18:32.399233
0,West Perth,False,03/07/2019,11:25,2019-01-19,12:23:32.837351
1,West Perth,False,15/07/2019,07:55,2019-01-19,12:23:32.837351
2,West Perth,False,15/07/2019,11:25,2019-01-19,12:23:32.837351
3,West Perth,False,15/07/2019,13:00,2019-01-19,12:23:32.837351
4,West Perth,False,15/07/2019,13:50,2019-01-19,12:23:32.837351
5,West Perth,False,15/07/2019,14:50,2019-01-19,12:23:32.837351
6,West Perth,False,16/07/2019,07:05,2019-01-19,12:23:32.837351
7,West Perth,False,22/07/2019,08:45,2019-01-19,12:23:32.837351
8,West Perth,False,22/07/2019,09:45,2019-01-19,12:23:32.837351
0,West Perth,False,03/07/2019,11:25,2019-01-19,12:28:32.152813
1,West Perth,False,15/07/2019,07:55,2019-01-19,12:28:32.152813
2,West Perth,False,15/07/2019,11:25,2019-01-19,12:28:32.152813
3,West Perth,False,15/07/2019,13:00,2019-01-19,12:28:32.152813
4,West Perth,False,15/07/2019,13:50,2019-01-19,12:28:32.152813
5,West Perth,False,15/07/2019,14:50,2019-01-19,12:28:32.152813
6,West Perth,False,16/07/2019,07:05,2019-01-19,12:28:32.152813
7,West Perth,False,22/07/2019,08:45,2019-01-19,12:28:32.152813
8,West Perth,False,22/07/2019,09:45,2019-01-19,12:28:32.152813
0,West Perth,False,03/07/2019,11:25,2019-01-19,12:33:33.122695
1,West Perth,False,15/07/2019,07:55,2019-01-19,12:33:33.122695
2,West Perth,False,15/07/2019,11:25,2019-01-19,12:33:33.122695
3,West Perth,False,15/07/2019,13:00,2019-01-19,12:33:33.122695
4,West Perth,False,15/07/2019,13:50,2019-01-19,12:33:33.122695
5,West Perth,False,15/07/2019,14:50,2019-01-19,12:33:33.122695
6,West Perth,False,16/07/2019,07:05,2019-01-19,12:33:33.122695
7,West Perth,False,22/07/2019,08:45,2019-01-19,12:33:33.122695
8,West Perth,False,22/07/2019,09:45,2019-01-19,12:33:33.122695
0,West Perth,False,03/07/2019,11:25,2019-01-19,12:38:32.845561
1,West Perth,False,15/07/2019,07:55,2019-01-19,12:38:32.845561
2,West Perth,False,15/07/2019,11:25,2019-01-19,12:38:32.845561
3,West Perth,False,15/07/2019,13:00,2019-01-19,12:38:32.845561
4,West Perth,False,15/07/2019,13:50,2019-01-19,12:38:32.845561
5,West Perth,False,15/07/2019,14:50,2019-01-19,12:38:32.845561
6,West Perth,False,16/07/2019,07:05,2019-01-19,12:38:32.845561
7,West Perth,False,22/07/2019,08:45,2019-01-19,12:38:32.845561
8,West Perth,False,22/07/2019,09:45,2019-01-19,12:38:32.845561
0,West Perth,False,15/07/2019,07:55,2019-01-19,12:43:37.399413
1,West Perth,False,15/07/2019,11:25,2019-01-19,12:43:37.399413
2,West Perth,False,15/07/2019,13:00,2019-01-19,12:43:37.399413
3,West Perth,False,15/07/2019,13:50,2019-01-19,12:43:37.399413
4,West Perth,False,15/07/2019,14:50,2019-01-19,12:43:37.399413
5,West Perth,False,16/07/2019,07:05,2019-01-19,12:43:37.399413
6,West Perth,False,22/07/2019,08:45,2019-01-19,12:43:37.399413
7,West Perth,False,22/07/2019,09:45,2019-01-19,12:43:37.399413
8,West Perth,False,22/07/2019,11:25,2019-01-19,12:43:37.399413
0,West Perth,False,15/07/2019,07:55,2019-01-19,12:48:32.162186
1,West Perth,False,15/07/2019,11:25,2019-01-19,12:48:32.162186
2,West Perth,False,15/07/2019,13:00,2019-01-19,12:48:32.162186
3,West Perth,False,15/07/2019,13:50,2019-01-19,12:48:32.162186
4,West Perth,False,15/07/2019,14:50,2019-01-19,12:48:32.162186
5,West Perth,False,22/07/2019,08:45,2019-01-19,12:48:32.162186
6,West Perth,False,22/07/2019,09:45,2019-01-19,12:48:32.162186
7,West Perth,False,22/07/2019,11:25,2019-01-19,12:48:32.162186
0,West Perth,False,15/07/2019,07:55,2019-01-19,12:53:31.900498
1,West Perth,False,15/07/2019,11:25,2019-01-19,12:53:31.900498
2,West Perth,False,15/07/2019,13:00,2019-01-19,12:53:31.900498
3,West Perth,False,15/07/2019,13:50,2019-01-19,12:53:31.900498
4,West Perth,False,15/07/2019,14:50,2019-01-19,12:53:31.900498
5,West Perth,False,22/07/2019,08:45,2019-01-19,12:53:31.900498
6,West Perth,False,22/07/2019,09:45,2019-01-19,12:53:31.900498
7,West Perth,False,22/07/2019,11:25,2019-01-19,12:53:31.900498
0,West Perth,False,15/07/2019,07:55,2019-01-19,12:58:33.254706
1,West Perth,False,15/07/2019,11:25,2019-01-19,12:58:33.254706
2,West Perth,False,15/07/2019,13:00,2019-01-19,12:58:33.254706
3,West Perth,False,15/07/2019,13:50,2019-01-19,12:58:33.254706
4,West Perth,False,15/07/2019,14:50,2019-01-19,12:58:33.254706
5,West Perth,False,22/07/2019,08:45,2019-01-19,12:58:33.254706
6,West Perth,False,22/07/2019,09:45,2019-01-19,12:58:33.254706
7,West Perth,False,22/07/2019,11:25,2019-01-19,12:58:33.254706
0,West Perth,False,15/07/2019,07:55,2019-01-19,13:03:32.273938
1,West Perth,False,15/07/2019,11:25,2019-01-19,13:03:32.273938
2,West Perth,False,15/07/2019,13:00,2019-01-19,13:03:32.273938
3,West Perth,False,15/07/2019,13:50,2019-01-19,13:03:32.273938
4,West Perth,False,15/07/2019,14:50,2019-01-19,13:03:32.273938
5,West Perth,False,22/07/2019,08:45,2019-01-19,13:03:32.273938
6,West Perth,False,22/07/2019,09:45,2019-01-19,13:03:32.273938
7,West Perth,False,22/07/2019,11:25,2019-01-19,13:03:32.273938
0,West Perth,False,15/07/2019,07:55,2019-01-19,13:08:32.535806
1,West Perth,False,15/07/2019,11:25,2019-01-19,13:08:32.535806
2,West Perth,False,15/07/2019,13:00,2019-01-19,13:08:32.535806
3,West Perth,False,15/07/2019,13:50,2019-01-19,13:08:32.535806
4,West Perth,False,15/07/2019,14:50,2019-01-19,13:08:32.535806
5,West Perth,False,22/07/2019,08:45,2019-01-19,13:08:32.535806
6,West Perth,False,22/07/2019,09:45,2019-01-19,13:08:32.535806
7,West Perth,False,22/07/2019,11:25,2019-01-19,13:08:32.535806
0,West Perth,False,15/07/2019,07:55,2019-01-19,13:13:32.132767
1,West Perth,False,15/07/2019,11:25,2019-01-19,13:13:32.132767
2,West Perth,False,15/07/2019,13:00,2019-01-19,13:13:32.132767
3,West Perth,False,15/07/2019,13:50,2019-01-19,13:13:32.132767
4,West Perth,False,15/07/2019,14:50,2019-01-19,13:13:32.132767
5,West Perth,False,22/07/2019,08:45,2019-01-19,13:13:32.132767
6,West Perth,False,22/07/2019,09:45,2019-01-19,13:13:32.132767
7,West Perth,False,22/07/2019,11:25,2019-01-19,13:13:32.132767
0,West Perth,False,15/07/2019,11:25,2019-01-19,13:18:33.232557
1,West Perth,False,15/07/2019,13:00,2019-01-19,13:18:33.232557
2,West Perth,False,15/07/2019,13:50,2019-01-19,13:18:33.232557
3,West Perth,False,15/07/2019,14:50,2019-01-19,13:18:33.232557
4,West Perth,False,22/07/2019,08:45,2019-01-19,13:18:33.232557
5,West Perth,False,22/07/2019,09:45,2019-01-19,13:18:33.232557
6,West Perth,False,22/07/2019,11:25,2019-01-19,13:18:33.232557
0,West Perth,False,15/07/2019,11:25,2019-01-19,13:23:32.348668
1,West Perth,False,15/07/2019,13:00,2019-01-19,13:23:32.348668
2,West Perth,False,15/07/2019,13:50,2019-01-19,13:23:32.348668
3,West Perth,False,15/07/2019,14:50,2019-01-19,13:23:32.348668
4,West Perth,False,22/07/2019,08:45,2019-01-19,13:23:32.348668
5,West Perth,False,22/07/2019,09:45,2019-01-19,13:23:32.348668
6,West Perth,False,22/07/2019,11:25,2019-01-19,13:23:32.348668
0,West Perth,False,15/07/2019,11:25,2019-01-19,13:28:32.055686
1,West Perth,False,15/07/2019,13:00,2019-01-19,13:28:32.055686
2,West Perth,False,15/07/2019,13:50,2019-01-19,13:28:32.055686
3,West Perth,False,15/07/2019,14:50,2019-01-19,13:28:32.055686
4,West Perth,False,22/07/2019,08:45,2019-01-19,13:28:32.055686
5,West Perth,False,22/07/2019,09:45,2019-01-19,13:28:32.055686
6,West Perth,False,22/07/2019,11:25,2019-01-19,13:28:32.055686
0,West Perth,False,15/07/2019,11:25,2019-01-19,13:33:32.430234
1,West Perth,False,15/07/2019,13:00,2019-01-19,13:33:32.430234
2,West Perth,False,15/07/2019,13:50,2019-01-19,13:33:32.430234
3,West Perth,False,15/07/2019,14:50,2019-01-19,13:33:32.430234
4,West Perth,False,22/07/2019,08:45,2019-01-19,13:33:32.430234
5,West Perth,False,22/07/2019,09:45,2019-01-19,13:33:32.430234
6,West Perth,False,22/07/2019,11:25,2019-01-19,13:33:32.430234
0,West Perth,False,15/07/2019,11:25,2019-01-19,15:46:02.347152
1,West Perth,False,15/07/2019,13:00,2019-01-19,15:46:02.347152
2,West Perth,False,15/07/2019,13:50,2019-01-19,15:46:02.347152
3,West Perth,False,15/07/2019,14:50,2019-01-19,15:46:02.347152
4,West Perth,False,22/07/2019,08:45,2019-01-19,15:46:02.347152
5,West Perth,False,22/07/2019,09:45,2019-01-19,15:46:02.347152
6,West Perth,False,22/07/2019,11:25,2019-01-19,15:46:02.347152
0,West Perth,False,15/07/2019,11:25,2019-01-19,15:51:01.988536
1,West Perth,False,15/07/2019,13:00,2019-01-19,15:51:01.988536
2,West Perth,False,15/07/2019,13:50,2019-01-19,15:51:01.988536
3,West Perth,False,15/07/2019,14:50,2019-01-19,15:51:01.988536
4,West Perth,False,22/07/2019,08:45,2019-01-19,15:51:01.988536
5,West Perth,False,22/07/2019,09:45,2019-01-19,15:51:01.988536
6,West Perth,False,22/07/2019,11:25,2019-01-19,15:51:01.988536
0,West Perth,False,15/07/2019,11:25,2019-01-19,15:56:02.074016
1,West Perth,False,15/07/2019,13:00,2019-01-19,15:56:02.074016
2,West Perth,False,15/07/2019,13:50,2019-01-19,15:56:02.074016
3,West Perth,False,15/07/2019,14:50,2019-01-19,15:56:02.074016
4,West Perth,False,22/07/2019,08:45,2019-01-19,15:56:02.074016
5,West Perth,False,22/07/2019,11:25,2019-01-19,15:56:02.074016
0,West Perth,False,15/07/2019,11:25,2019-01-19,16:01:01.840169
1,West Perth,False,15/07/2019,13:00,2019-01-19,16:01:01.840169
2,West Perth,False,15/07/2019,13:50,2019-01-19,16:01:01.840169
3,West Perth,False,15/07/2019,14:50,2019-01-19,16:01:01.840169
4,West Perth,False,22/07/2019,08:45,2019-01-19,16:01:01.840169
5,West Perth,False,22/07/2019,11:25,2019-01-19,16:01:01.840169
0,West Perth,False,15/07/2019,11:25,2019-01-19,16:06:03.293233
1,West Perth,False,15/07/2019,13:00,2019-01-19,16:06:03.293233
2,West Perth,False,15/07/2019,13:50,2019-01-19,16:06:03.293233
3,West Perth,False,15/07/2019,14:50,2019-01-19,16:06:03.293233
4,West Perth,False,22/07/2019,08:45,2019-01-19,16:06:03.293233
5,West Perth,False,22/07/2019,11:25,2019-01-19,16:06:03.293233
0,West Perth,False,15/07/2019,13:50,2019-01-19,16:11:02.224490
1,West Perth,False,15/07/2019,14:50,2019-01-19,16:11:02.224490
2,West Perth,False,22/07/2019,08:45,2019-01-19,16:11:02.224490
3,West Perth,False,22/07/2019,11:25,2019-01-19,16:11:02.224490
0,West Perth,False,15/07/2019,14:50,2019-01-19,16:16:01.035814
1,West Perth,False,22/07/2019,08:45,2019-01-19,16:16:01.035814
0,West Perth,False,22/07/2019,08:45,2019-01-19,16:21:02.637215
0,West Perth,False,27/03/2019,13:50,2019-01-19,16:26:00.842384
1,West Perth,False,22/07/2019,08:45,2019-01-19,16:26:00.842384
0,West Perth,False,22/07/2019,08:45,2019-01-19,16:31:02.032969
0,West Perth,False,05/06/2019,08:45,2019-01-19,20:51:01.512836
0,West Perth,False,05/06/2019,08:45,2019-01-19,20:56:00.804986
0,West Perth,False,05/06/2019,08:45,2019-01-19,21:01:01.221900
0,West Perth,False,05/06/2019,08:45,2019-01-19,21:06:01.173899
0,West Perth,False,05/06/2019,08:45,2019-01-19,21:11:00.835296
0,West Perth,False,05/06/2019,08:45,2019-01-19,21:16:01.132225
0,West Perth,False,05/06/2019,08:45,2019-01-19,21:21:01.418150
